    0.000000E+000   -0.962656E+000 
    0.466667E+001   -0.962654E+000 
    0.933333E+001   -0.962649E+000 
    0.140000E+002   -0.962636E+000 
    0.186667E+002   -0.962601E+000 
    0.233333E+002   -0.962449E+000 
    0.280000E+002   -0.961371E+000 
    0.284000E+002   -0.960621E+000 
    0.288000E+002   -0.959574E+000 
    0.292000E+002   -0.957865E+000 
    0.296000E+002   -0.954622E+000 
    0.299990E+002   -0.947428E+000 
    0.300010E+002   -0.889428E+000 
    0.301990E+002   -0.892312E+000 
    0.302010E+002   -0.892312E+000 
    0.303990E+002   -0.895309E+000 
    0.304010E+002   -0.895309E+000 
    0.305990E+002   -0.898427E+000 
    0.306010E+002   -0.898427E+000 
    0.307990E+002   -0.901564E+000 
    0.308010E+002   -0.901564E+000 
    0.309990E+002   -0.904702E+000 
    0.310010E+002   -0.904702E+000 
    0.311990E+002   -0.907840E+000 
    0.312010E+002   -0.907840E+000 
    0.313990E+002   -0.910978E+000 
    0.314010E+002   -0.910978E+000 
    0.315990E+002   -0.914097E+000 
    0.316010E+002   -0.914097E+000 
    0.317990E+002   -0.917096E+000 
    0.318010E+002   -0.917096E+000 
    0.319990E+002   -0.919983E+000 
    0.320010E+002   -0.977983E+000 
    0.324000E+002   -0.970796E+000 
    0.328000E+002   -0.967562E+000 
    0.332000E+002   -0.965869E+000 
    0.336000E+002   -0.964843E+000 
    0.340000E+002   -0.964126E+000 
    0.375000E+002   -0.963016E+000 
    0.410000E+002   -0.962802E+000 
    0.445000E+002   -0.962741E+000 
    0.480000E+002   -0.962716E+000 
    0.484000E+002   -0.962713E+000 
    0.488000E+002   -0.962711E+000 
    0.492000E+002   -0.962709E+000 
    0.496000E+002   -0.962707E+000 
    0.499990E+002   -0.962705E+000 
    0.500010E+002   -0.904705E+000 
    0.502000E+002   -0.914141E+000 
    0.504000E+002   -0.923577E+000 
    0.506000E+002   -0.933013E+000 
    0.508000E+002   -0.942449E+000 
    0.510000E+002   -0.951885E+000 
    0.512000E+002   -0.961321E+000 
    0.514000E+002   -0.970757E+000 
    0.516000E+002   -0.980193E+000 
    0.518000E+002   -0.989628E+000 
    0.519990E+002   -0.999064E+000 
    0.520010E+002   -0.105706E+001 
    0.524000E+002   -0.105706E+001 
    0.528000E+002   -0.105706E+001 
    0.532000E+002   -0.105706E+001 
    0.536000E+002   -0.105706E+001 
    0.540000E+002   -0.105706E+001 
    0.575000E+002   -0.105704E+001 
    0.610000E+002   -0.105700E+001 
    0.645000E+002   -0.105691E+001 
    0.680000E+002   -0.105655E+001 
    0.684000E+002   -0.105641E+001 
    0.688000E+002   -0.105624E+001 
    0.692000E+002   -0.105602E+001 
    0.696000E+002   -0.105572E+001 
    0.699990E+002   -0.105531E+001 
    0.700010E+002   -0.997314E+000 
    0.702857E+002   -0.101041E+001 
    0.705714E+002   -0.102337E+001 
    0.708571E+002   -0.103611E+001 
    0.711429E+002   -0.104847E+001 
    0.714286E+002   -0.106018E+001 
    0.717143E+002   -0.107060E+001 
    0.719990E+002   -0.107841E+001 
    0.720010E+002   -0.107841E+001 
    0.721990E+002   -0.108124E+001 
    0.722010E+002   -0.108124E+001 
    0.723990E+002   -0.108420E+001 
    0.724010E+002   -0.108420E+001 
    0.725990E+002   -0.108729E+001 
    0.726010E+002   -0.108729E+001 
    0.727990E+002   -0.109040E+001 
    0.728010E+002   -0.109040E+001 
    0.729990E+002   -0.109352E+001 
    0.730010E+002   -0.109352E+001 
    0.731990E+002   -0.109665E+001 
    0.732010E+002   -0.109665E+001 
    0.733990E+002   -0.109977E+001 
    0.734010E+002   -0.109977E+001 
    0.735990E+002   -0.110288E+001 
    0.736010E+002   -0.110288E+001 
    0.737990E+002   -0.110588E+001 
    0.738010E+002   -0.110588E+001 
    0.739990E+002   -0.110876E+001 
    0.740010E+002   -0.116676E+001 
    0.744000E+002   -0.115956E+001 
    0.748000E+002   -0.115631E+001 
    0.752000E+002   -0.115461E+001 
    0.756000E+002   -0.115357E+001 
    0.760000E+002   -0.115284E+001 
    0.800000E+002   -0.115173E+001 
    0.840000E+002   -0.115155E+001 
    0.880000E+002   -0.115150E+001 
    0.920000E+002   -0.115149E+001 
    0.960000E+002   -0.115148E+001 
    0.100000E+003   -0.115148E+001 
