    0.383750E+002   -0.410663E+005    0.503084E+003    0.503084E+003 
    0.401250E+002   -0.197902E+005    0.197526E+003    0.197526E+003 
    0.418750E+002   -0.106615E+005    0.867575E+002    0.867575E+002 
    0.436250E+002   -0.643386E+004    0.408803E+002    0.408803E+002 
    0.453750E+002   -0.436769E+004    0.202439E+002    0.202438E+002 
    0.471250E+002   -0.331748E+004    0.103469E+002    0.103468E+002 
    0.481111E+002   -0.301178E+004    0.673660E+001    0.673652E+001 
    0.483333E+002   -0.294900E+004    0.613390E+001    0.613382E+001 
    0.485556E+002   -0.289184E+004    0.557206E+001    0.557198E+001 
    0.487778E+002   -0.284003E+004    0.505630E+001    0.505622E+001 
    0.490000E+002   -0.279304E+004    0.457429E+001    0.457421E+001 
    0.492222E+002   -0.275058E+004    0.411509E+001    0.411501E+001 
    0.494444E+002   -0.271252E+004    0.368944E+001    0.368937E+001 
    0.496667E+002   -0.267852E+004    0.328570E+001    0.328562E+001 
    0.498889E+002   -0.264841E+004    0.288364E+001    0.288356E+001 
    0.500556E+002    0.237403E+008    0.261061E+001    0.261053E+001 
    0.501667E+002    0.237403E+008    0.244184E+001    0.244176E+001 
    0.502778E+002    0.237404E+008    0.228315E+001    0.228307E+001 
    0.503889E+002    0.237404E+008    0.212724E+001    0.212716E+001 
    0.505000E+002    0.237404E+008    0.197358E+001    0.197350E+001 
    0.506111E+002    0.237404E+008    0.182409E+001    0.182401E+001 
    0.507222E+002    0.237404E+008    0.166970E+001    0.166962E+001 
    0.508333E+002    0.237404E+008    0.151733E+001    0.151725E+001 
    0.509444E+002    0.237404E+008    0.137612E+001    0.137604E+001 
    0.510556E+002    0.237404E+008    0.123830E+001    0.123822E+001 
    0.511667E+002    0.237404E+008    0.109958E+001    0.109951E+001 
    0.512778E+002    0.237404E+008    0.959878E+000    0.959805E+000 
    0.513889E+002    0.237404E+008    0.820488E+000    0.820419E+000 
    0.515000E+002    0.237404E+008    0.681924E+000    0.681857E+000 
    0.516111E+002    0.237404E+008    0.544650E+000    0.544583E+000 
    0.517222E+002    0.237404E+008    0.410491E+000    0.410421E+000 
    0.518333E+002    0.237404E+008    0.279335E+000    0.279261E+000 
    0.519444E+002    0.237404E+008    0.142543E+000    0.142469E+000 
    0.521111E+002   -0.250780E+004   -0.936274E-001   -0.936897E-001 
    0.523333E+002   -0.250998E+004   -0.368050E+000   -0.368120E+000 
    0.525556E+002   -0.251497E+004   -0.664457E+000   -0.664525E+000 
    0.527778E+002   -0.252293E+004   -0.962601E+000   -0.962670E+000 
    0.530000E+002   -0.253376E+004   -0.126598E+001   -0.126605E+001 
    0.532222E+002   -0.254767E+004   -0.157200E+001   -0.157207E+001 
    0.534444E+002   -0.256471E+004   -0.188969E+001   -0.188976E+001 
    0.536667E+002   -0.258490E+004   -0.222879E+001   -0.222886E+001 
    0.538889E+002   -0.260843E+004   -0.257915E+001   -0.257922E+001 
    0.548750E+002   -0.272811E+004   -0.445299E+001   -0.445307E+001 
    0.566250E+002   -0.320192E+004   -0.913306E+001   -0.913315E+001 
    0.583750E+002   -0.413465E+004   -0.179433E+002   -0.179434E+002 
    0.601250E+002   -0.596472E+004   -0.359710E+002   -0.359711E+002 
    0.618750E+002   -0.967286E+004   -0.752676E+002   -0.752677E+002 
    0.636250E+002   -0.175527E+005   -0.167181E+003   -0.167181E+003 
    0.653750E+002   -0.354089E+005   -0.405882E+003   -0.405882E+003 
    0.671250E+002   -0.800223E+005   -0.114006E+004   -0.114006E+004 
    0.681111E+002   -0.153722E+006   -0.189972E+004   -0.189972E+004 
    0.683333E+002   -0.174221E+006   -0.233971E+004   -0.233971E+004 
    0.685556E+002   -0.199416E+006   -0.287828E+004   -0.287828E+004 
    0.687778E+002   -0.230424E+006   -0.355324E+004   -0.355324E+004 
    0.690000E+002   -0.268786E+006   -0.441712E+004   -0.441712E+004 
    0.692222E+002   -0.316641E+006   -0.554533E+004   -0.554533E+004 
    0.694444E+002   -0.376997E+006   -0.704958E+004   -0.704958E+004 
    0.696667E+002   -0.454163E+006   -0.910007E+004   -0.910007E+004 
    0.698889E+002   -0.554451E+006   -0.119640E+005   -0.119640E+005 
    0.700588E+002    0.231344E+008   -0.147509E+005   -0.147509E+005 
    0.701765E+002    0.230526E+008   -0.172412E+005   -0.172412E+005 
    0.702941E+002    0.229566E+008   -0.203472E+005   -0.203472E+005 
    0.704118E+002    0.228429E+008   -0.242509E+005   -0.242509E+005 
    0.705294E+002    0.227068E+008   -0.292022E+005   -0.292022E+005 
    0.706471E+002    0.225422E+008   -0.355475E+005   -0.355475E+005 
    0.707647E+002    0.223410E+008   -0.437737E+005   -0.437737E+005 
    0.708824E+002    0.220920E+008   -0.545751E+005   -0.545751E+005 
    0.710000E+002    0.217801E+008   -0.689580E+005   -0.689580E+005 
    0.711176E+002    0.213840E+008   -0.884072E+005   -0.884072E+005 
    0.712353E+002    0.208733E+008   -0.115151E+006   -0.115151E+006 
    0.713529E+002    0.202042E+008   -0.152572E+006   -0.152572E+006 
    0.714706E+002    0.193120E+008   -0.205744E+006   -0.205744E+006 
    0.715882E+002    0.181006E+008   -0.281679E+006   -0.281679E+006 
    0.717059E+002    0.164304E+008   -0.386843E+006   -0.386843E+006 
    0.718235E+002    0.141228E+008   -0.511924E+006   -0.511924E+006 
    0.719412E+002    0.110771E+008   -0.574409E+006   -0.574409E+006 
    0.720556E+002    0.796470E+007   -0.338817E+006   -0.338817E+006 
    0.721667E+002    0.761154E+007   -0.469680E+005   -0.469680E+005 
    0.722778E+002    0.771614E+007    0.160992E+005    0.160992E+005 
    0.723889E+002    0.782364E+007    0.171625E+005    0.171625E+005 
    0.725000E+002    0.788698E+007    0.103112E+005    0.103112E+005 
    0.726111E+002    0.791868E+007    0.524552E+004    0.524552E+004 
    0.727222E+002    0.793272E+007    0.253756E+004    0.253756E+004 
    0.728333E+002    0.793945E+007    0.157419E+004    0.157419E+004 
    0.729444E+002    0.794567E+007    0.167145E+004    0.167145E+004 
    0.730556E+002    0.795492E+007    0.217315E+004    0.217315E+004 
    0.731667E+002    0.796759E+007    0.244133E+004    0.244133E+004 
    0.732778E+002    0.798100E+007    0.183155E+004    0.183155E+004 
    0.733889E+002    0.798927E+007   -0.308101E+003   -0.308101E+003 
    0.735000E+002    0.798317E+007   -0.449861E+004   -0.449861E+004 
    0.736111E+002    0.795034E+007   -0.984779E+004   -0.984779E+004 
    0.737222E+002    0.788176E+007   -0.545489E+004   -0.545489E+004 
    0.738333E+002    0.783549E+007    0.670526E+005    0.670526E+005 
    0.739444E+002    0.830669E+007    0.386917E+006    0.386917E+006 
    0.741111E+002   -0.115674E+008    0.555660E+006    0.555660E+006 
    0.743333E+002   -0.697113E+007    0.366789E+006    0.366789E+006 
    0.745556E+002   -0.442277E+007    0.206926E+006    0.206926E+006 
    0.747778E+002   -0.297020E+007    0.120240E+006    0.120240E+006 
    0.750000E+002   -0.209600E+007    0.735873E+005    0.735873E+005 
    0.752222E+002   -0.154357E+007    0.471268E+005    0.471268E+005 
    0.754444E+002   -0.118090E+007    0.312050E+005    0.312050E+005 
    0.756667E+002   -0.936871E+006    0.210086E+005    0.210086E+005 
    0.758889E+002   -0.772017E+006    0.139682E+005    0.139682E+005 
    0.769231E+002   -0.272719E+006    0.662433E+004    0.662432E+004 
    0.787692E+002   -0.907816E+005    0.145253E+004    0.145253E+004 
    0.806154E+002   -0.370423E+005    0.453213E+003    0.453213E+003 
    0.824615E+002   -0.172032E+005    0.173591E+003    0.173591E+003 
    0.843077E+002   -0.885283E+004    0.750871E+002    0.750871E+002 
    0.861538E+002   -0.500804E+004    0.354949E+002    0.354948E+002 
    0.880000E+002   -0.308794E+004    0.182868E+002    0.182867E+002 
    0.898462E+002   -0.203823E+004    0.103876E+002    0.103876E+002 
    0.916923E+002   -0.140097E+004    0.658871E+001    0.658865E+001 
    0.935385E+002   -0.967881E+003    0.468381E+001    0.468376E+001 
    0.953846E+002   -0.639770E+003    0.370061E+001    0.370056E+001 
    0.972308E+002   -0.366316E+003    0.319974E+001    0.319969E+001 
    0.990769E+002   -0.119437E+003    0.298999E+001    0.298994E+001 
