    0.101785E+003    0.786606E+000   -0.195339E+001 
    0.101787E+003    0.786606E+000   -0.195339E+001 
    0.101904E+003    0.772775E+000   -0.196722E+001 
    0.101906E+003    0.772775E+000   -0.196722E+001 
    0.102023E+003    0.758996E+000   -0.198100E+001 
    0.102025E+003    0.758996E+000   -0.198100E+001 
    0.102142E+003    0.745262E+000   -0.199474E+001 
    0.102144E+003    0.745262E+000   -0.199474E+001 
    0.102261E+003    0.731565E+000   -0.200844E+001 
    0.102263E+003    0.731565E+000   -0.200844E+001 
    0.102380E+003    0.717893E+000   -0.202211E+001 
    0.102382E+003    0.717893E+000   -0.202211E+001 
    0.102499E+003    0.704223E+000   -0.203578E+001 
    0.102501E+003    0.141622E+001   -0.209378E+001 
    0.105645E+003    0.107417E+001   -0.243583E+001 
    0.108790E+003    0.782555E+000   -0.272744E+001 
    0.111935E+003    0.538206E+000   -0.297179E+001 
    0.115081E+003    0.340798E+000   -0.316920E+001 
    0.118226E+003    0.190289E+000   -0.331971E+001 
    0.121371E+003    0.866408E-001   -0.342336E+001 
    0.124516E+003    0.283260E-001   -0.348167E+001 
    0.127661E+003    0.338959E-002   -0.350661E+001 
    0.130806E+003   -0.568525E-002   -0.351569E+001 
    0.133952E+003   -0.879249E-002   -0.351879E+001 
    0.137097E+003   -0.983453E-002   -0.351983E+001 
    0.140242E+003   -0.101816E-001   -0.352018E+001 
    0.143387E+003   -0.102969E-001   -0.352030E+001 
    0.146532E+003   -0.103352E-001   -0.352034E+001 
    0.149677E+003   -0.103479E-001   -0.352035E+001 
    0.152823E+003   -0.103521E-001   -0.352035E+001 
    0.155968E+003   -0.103535E-001   -0.352035E+001 
    0.159113E+003   -0.103539E-001   -0.352035E+001 
    0.162258E+003   -0.103541E-001   -0.352035E+001 
    0.165403E+003   -0.103542E-001   -0.352035E+001 
    0.168548E+003   -0.103542E-001   -0.352035E+001 
    0.171694E+003   -0.103542E-001   -0.352035E+001 
    0.174839E+003   -0.103542E-001   -0.352035E+001 
    0.177984E+003   -0.103542E-001   -0.352035E+001 
    0.181129E+003   -0.103542E-001   -0.352035E+001 
    0.184274E+003   -0.103542E-001   -0.352035E+001 
    0.187419E+003   -0.103542E-001   -0.352035E+001 
    0.190565E+003   -0.103542E-001   -0.352035E+001 
    0.193710E+003   -0.103542E-001   -0.352035E+001 
    0.196855E+003   -0.103542E-001   -0.352035E+001 
    0.200000E+003   -0.103542E-001   -0.352035E+001 
